platform_id,name,min_area,max_area,price_per_private_square_meter,st_astext
ORL2883,Luzitana,65.5,76.4000015258789,8779,POINT(-51.184200286865234 -30.016000747680664)
AUX324558,VIDA,70,87,8812.0283203125,POINT(-51.1732243 -30.0186174)
ORL16786,Vida,70.44000244140625,87.6500015258789,8920,POINT(-51.17322540283203 -30.018617630004883)
AUX197007,MIRANTE HIGIENOPOLIS,53,73,9025.716796875,POINT(-51.18066390000001 -30.0105298)
ORL1583,University Place,47.58000183105469,82.95999908447266,9056,POINT(-51.165897369384766 -30.017467498779297)
ORL12319,Villa Parisi,39.97999954223633,110.51000213623047,9182,POINT(-51.154640197753906 -30.01729393005371)
ORL52,Absolut,87.33000183105469,112.58999633789062,9197,POINT(-51.1672477722168 -30.01859474182129)
ORL1865,Botero,59.29999923706055,59.29999923706055,9280,POINT(-51.18404769897461 -30.013303756713867)
ORL26478,Free João Wallig,74.23999786376953,106.62000274658203,9381,POINT(-51.16484451293945 -30.013004302978516)
ORL881,Grand Park Lindóia Residencial,56.540000915527344,81.63999938964844,9397,POINT(-51.147499084472656 -30.010400772094727)
ZAP2545083081,FREE JOÃO WALLIG,74,112,9405.4052734375,POINT(-51.165055 -30.014317)
AUX329934,PRIME WALLIG,57,58,9421.052734375,POINT(-51.159786 -30.011778)
AUX337209,RESIDENCIAL ATON,45,145,9470.177734375,POINT(-51.1942256 -30.0247519)
ORL6149,Alameda Home,48.63999938964844,51.779998779296875,9501,POINT(-51.180423736572266 -30.024770736694336)
ORL4181,Caravaggio,63.540000915527344,63.540000915527344,9587,POINT(-51.1629524230957 -30.017498016357422)
AUX364259,FREE João Wallig,74,105,9594.5947265625,POINT(-51.164846 -30.0130051)
AUX294267,ALAMEDA HOME,48,52,9627.3955078125,POINT(-51.180414271163954 -30.024853702085863)
ZAP2543950473,Prime Wallig,55,67,9766.818359375,POINT(-51.159622 -30.011888)
ORL15072,Prime Wallig,54.56999969482422,67.29000091552734,9769,POINT(-51.15962219238281 -30.01188850402832)
ORL742,LEEDS,102.45999908447266,102.45999908447266,9835,POINT(-51.167198181152344 -30.01930046081543)
AUX338158,LEEDS,101,102,9882.5048828125,POINT(-51.1670969 -30.01934649999999)
ORL643,Munich,76.41000366210938,85.87000274658203,10064,POINT(-51.18989944458008 -30.008499145507812)
AUX291240,CARAVAGGIO,63,67,10082.634765625,POINT(-51.16302889999997 -30.0174328)
ORL565,Sky,98.6500015258789,98.6500015258789,10127,POINT(-51.16569900512695 -30.019100189208984)
AUX332759,SKY,83,99,10590.361328125,POINT(-51.1666401 -30.0190458)
ORL501,Sollaris,44.380001068115234,97.9000015258789,10753,POINT(-51.16619873046875 -30.018999099731445)
ORL20136,YVY Lindóia,71.02999877929688,150.3000030517578,10776,POINT(-51.152366638183594 -30.007734298706055)
ORL23694,Riserva Di Milano,86.72000122070312,111.16000366210938,10800,POINT(-51.187015533447266 -30.024002075195312)
ORL4336,Flag Ship,45.599998474121094,83.22000122070312,10924,POINT(-51.15897750854492 -30.02018165588379)
AUX286755,PRIME ALTOS DO GERMANIA,56,67,11017.857421875,POINT(-51.1537328 -30.01702999999999)
AUX347335,SONNEN,100,129,11100,POINT(-51.18725939999999 -30.0192368)
ORL2997,CONCEPT 508,61.84000015258789,103.3499984741211,11239,POINT(-51.16962432861328 -30.021455764770508)
AUX21256,CONCEPT 508,62,104,11274.193359375,POINT(-51.1696799 -30.0214262)
ORL1008,Cine Teatro Presidente,36.04999923706055,39.72999954223633,11301,POINT(-51.196998596191406 -30.016599655151367)
AUX355868,RISERVA DI MILANO,86,111,11495.44140625,POINT(-51.1870161 -30.0240023)
ORL554,Dahshur,60.40999984741211,60.40999984741211,11924,POINT(-51.18939971923828 -30.019399642944336)
ORL1369,Lord Porto Alegre,164.72999572753906,164.72999572753906,12018,POINT(-51.19049835205078 -30.018299102783203)
ORL18551,SOHO Bordini,76.73999786376953,287.29998779296875,12028,POINT(-51.197330474853516 -30.021936416625977)
AUX334534,SOHO BORDINI,76,287,12171.052734375,POINT(-51.1973314 -30.0219359)
AUX328961,FLAG SHIP,45,61,13827.35546875,POINT(-51.15934859999999 -30.0200975)
ORL21325,Seen Boa Vista,156.44000244140625,319.5799865722656,13896,POINT(-51.181148529052734 -30.0247802734375)
ORL28,Moulin Quintino,128.57000732421875,128.57000732421875,13984,POINT(-51.19779968261719 -30.018199920654297)
ORL24459,Garden Haus Porsche Consulting,159.10000610351562,345,14361,POINT(-51.15940475463867 -30.023639678955078)
AUX329064,MARQUES GREEN HOMES,77,124,14723.0126953125,POINT(-51.1946082 -30.0196133)
ORL1736,PULSE,41.130001068115234,66.66000366210938,14831,POINT(-51.19139862060547 -30.02039909362793)
AUX241697,QUADRA K,63,110,15113.4287109375,POINT(-51.155809799999986 -30.024994)
ORL1373,NY 205,43.130001068115234,74.68000030517578,15419,POINT(-51.19490051269531 -30.02039909362793)
ORL5901,GO 24,24.25,37.06999969482422,18588,POINT(-51.19281005859375 -30.021913528442383)
ORL561,Cândido 58,154.11000061035156,154.11000061035156,20339,POINT(-51.192298889160156 -30.019899368286133)
AUX349881,VIVAZ SANTA FÉ,38,38,61233.33203125,POINT(-51.1052613 -30.0159235)
AUX239362,NEW AMAZON,108,108,,POINT(-51.150150800000006 -30.0153244)
ZAP2537320052,Garden Haus Porsche Consulting,159,187,,POINT(-51.159502 -30.024048)
ZAP2537320307,Tree Haus Porsche Consulting,202,306,,POINT(-51.159502 -30.024048)
AUX235510,VIVANT RESIDENCIAL,72,72,0,POINT(-51.19255020000003 -30.0500748)
AUX352779,NILO SQUARE RESIDENCE RESORT,176,176,0,POINT(-51.1732921 -30.0272827)
AUX293434,-BELLA FARNESE,297,297,0,POINT(-51.189383899999996 -30.031346)
AUX332984,EDWARD HOPPER,62,62,0,POINT(-51.1705894 -30.0477842)
AUX296977,SAN LORENZO,85,85,0,POINT(-51.19442939999999 -30.0413657)
AUX335799,ALPINADA,91,91,0,POINT(-51.1807824 -30.0401648)
AUX329617,TREND NOVA CARLOS GOMES RESIDENCE,77,77,0,POINT(-51.1749895 -30.0430314)
AUX282693,ORSAY,189,189,0,POINT(-51.1863596 -30.0282204)
AUX335918,MONTREAL,62,62,0,POINT(-51.1915899 -30.0424232)
AUX268883,VINTAGE SENIOR RESIDENCE,44,44,0,POINT(-51.18336369999997 -30.0392774)
AUX232911,HUNDRED,217,217,0,POINT(-51.20026899999999 -30.03604)
AUX331509,AMÉLIA 139,93,93,0,POINT(-51.1906954 -30.0412256)
AUX347539,TERRA,132,132,0,POINT(-51.1891857 -30.0373676)
AUX325531,Z800,123,123,0,POINT(-51.1875241 -30.0278047)
AUX336252,JARAGUA 68,256,256,0,POINT(-51.1924071 -30.0365945)
AUX10013,EMILIO 111,61,61,0,POINT(-51.1784166 -30.0298299)
AUX339886,TITO  - ALTOS DA MARILAND,83,83,0,POINT(-51.1931223 -30.0289148)
AUX295287,MORADA BAGÉ,117,117,0,POINT(-51.182252800000015 -30.039891)
ORL1867,Toulouse Lautrec,70.69999694824219,70.69999694824219,5645,POINT(-51.1682014465332 -30.04129981994629)
AUX319572,RESIDENCIAL VILLA TOSCANA,69,78,6535.14501953125,POINT(-51.168399 -30.043067)
ORL20453,Firenze,51.439998626708984,84.68000030517578,6707,POINT(-51.169227600097656 -30.04160499572754)
ORL19025,Residencial Villa Toscana,69.81999969482422,69.81999969482422,6848,POINT(-51.168399810791016 -30.043067932128906)
ORL474,Manet,64.87999725341797,64.87999725341797,7475,POINT(-51.20140075683594 -30.050800323486328)
ORL2590,Promenade,67.83000183105469,67.83000183105469,7505,POINT(-51.20404052734375 -30.05129623413086)
ORL570,Burle Marx,63.86000061035156,63.86000061035156,7761,POINT(-51.17100143432617 -30.04560089111328)
ORL1866,James Joyce,65.41000366210938,65.41000366210938,7797,POINT(-51.18389892578125 -30.046199798583984)
ORL10529,San Lorenzo,84.37000274658203,85.01000213623047,7823,POINT(-51.19440841674805 -30.04136848449707)
ORL656,Edward Hopper,62.529998779296875,62.529998779296875,7825,POINT(-51.17070007324219 -30.047800064086914)
AUX76300,RESIDENCIAL DOM VICENTE,76,161,7828.947265625,POINT(-51.199028 -30.0522903)
ORL287,Residencial Dom Vicente,76.63999938964844,161.44000244140625,7829,POINT(-51.19879913330078 -30.052200317382812)
ORL389,Residencial Jordão 157,57.599998474121094,57.599998474121094,7967,POINT(-51.16960144042969 -30.042400360107422)
ORL417,Tintoretto,64.12999725341797,64.12999725341797,8010,POINT(-51.17110061645508 -30.045700073242188)
AUX332561,VILLA DE GAIA,67,180,8126.59716796875,POINT(-51.1935513 -30.0490674)
ORL473,Ticiano,61.34000015258789,61.34000015258789,8151,POINT(-51.19559860229492 -30.046499252319336)
ZAP2496734869,SUPREME ALTOS DO CENTRAL PARQUE,59,59,8153.77978515625,POINT(-51.167618 -30.051666)
ORL1868,Residencial Jules Verne,64.2300033569336,64.2300033569336,8184,POINT(-51.180599212646484 -30.045299530029297)
AUX352741,WELCOME,129,202,8223.5810546875,POINT(-51.189608 -30.0461836)
ORL556,Sinimbu 271,71.8499984741211,71.8499984741211,8351,POINT(-51.18149948120117 -30.039899826049805)
ORL657,Mirante do Jardim,46.86000061035156,78.5,8432,POINT(-51.180599212646484 -30.05459976196289)
ORL20368,610 Casemiro,46.720001220703125,63.81999969482422,8618,POINT(-51.202247619628906 -30.032184600830078)
ORL361,Residencial Hayet,66.66999816894531,66.66999816894531,8656,POINT(-51.195098876953125 -30.02869987487793)
ORL2994,Montjuic,53.209999084472656,53.209999084472656,8693,POINT(-51.18943405151367 -30.04903221130371)
AUX358837,Two Viva o Essencial,61,73,8699.787109375,POINT(-51.1978218 -30.0427802)
ORL23302,Welcome,129,129,8778,POINT(-51.18960952758789 -30.046184539794922)
ORL455,Rossi Reserva,101.75,137.7100067138672,8796,POINT(-51.16899490356445 -30.054140090942383)
AUX334626,YELLOW RESIDENCE,43,79,8837.208984375,POINT(-51.17076960000001 -30.0522132)
ORL3728,Hermitage,90.30999755859375,90.63999938964844,8969,POINT(-51.18817901611328 -30.045265197753906)
AUX334461,MIRANTE DO JARDIM,74,78,8995.9462890625,POINT(-51.180404 -30.05445)
ORL16416,iO Jaime Telles,47.54999923706055,106.45999908447266,9001,POINT(-51.19215393066406 -30.03976058959961)
ORL285,Urbano São Luiz Torre A,40.790000915527344,40.790000915527344,9046,POINT(-51.19969940185547 -30.051700592041016)
ORL4179,Kairós,76.23999786376953,114.22000122070312,9050,POINT(-51.1973991394043 -30.037500381469727)
ORL50,Olympic,64.62999725341797,64.62999725341797,9129,POINT(-51.18989944458008 -30.05120086669922)
ZAP2525132901,OLYMPIC HOME & RESORT,64,64,9218.75,POINT(-51.189701 -30.050805)
AUX324150,ISIDORO 375,45,115,9301.2666015625,POINT(-51.180047 -30.0545403)
ORL16414,Palmeira 444,106.2699966430664,106.2699966430664,9363,POINT(-51.18080139160156 -30.03774642944336)
ORL1714,Vivant,72,72,9456,POINT(-51.19260025024414 -30.049999237060547)
ORL17579,Villa de Gaia,95.19999694824219,180.9199981689453,9682,POINT(-51.19355010986328 -30.0490665435791)
ORL21300,Lexington 111 Residencial,63.0099983215332,100.12000274658203,9932,POINT(-51.20719528198242 -30.0313720703125)
ORL1745,GO 1092,57.7599983215332,57.7599983215332,9979,POINT(-51.20819854736328 -30.047500610351562)
AUX349519,KAIROS,76,114,10131.5791015625,POINT(-51.1973314 -30.0376036)
AUX291362,RESIDENCIAL MAXIMILIANO,64,65,10145.546875,POINT(-51.19556669999997 -30.0361827)
ORL4294,Maison Quebec,47.31999969482422,60.04999923706055,10236,POINT(-51.200626373291016 -30.03583526611328)
ORL16572,Supreme Altos do Central Parque,59,70.05000305175781,10241,POINT(-51.17047882080078 -30.0526065826416)
AUX329019,LIBRES,44,60,10268.7724609375,POINT(-51.2081826 -30.0508802)
AUX339493,MAISON QUEBEC,47,66,10305.8720703125,POINT(-51.20062300000001 -30.0358248)
ORL4297,Maximiliano,62.09000015258789,142.61000061035156,10375,POINT(-51.1955680847168 -30.036182403564453)
ORL573,Alpinada,91.80999755859375,91.80999755859375,10386,POINT(-51.180999755859375 -30.040300369262695)
AUX347601,MIRADOURO,66,153,10557.7119140625,POINT(-51.196804 -30.036231)
ORL2221,Chartres,80.13999938964844,80.13999938964844,10594,POINT(-51.18090057373047 -30.038799285888672)
ORL18614,Residencial Giotto,56.43000030517578,170.3699951171875,10662,POINT(-51.18990707397461 -30.0418701171875)
ZAP2540348631,Miradouro 2235,66,82,10676.2880859375,POINT(-51.196804 -30.036231)
ORL2190,With Inviting Home,73.87999725341797,73.87999725341797,10761,POINT(-51.18410110473633 -30.042299270629883)
ZAP2505666477,BOTANIQUE RÉSIDENCE,98,115,10805.55078125,POINT(-51.178238 -30.045865)
AUX325295,SUPREME ALTOS DO CENTRAL PARQUE,59,136,10845.6953125,POINT(-51.1681198 -30.0485325)
ORL19961,Le Jardin,81,81,10877,POINT(-51.18156051635742 -30.038759231567383)
AUX338286,LE JARDIN,80,160,10950,POINT(-51.1815624 -30.0387601)
AUX292596,ARSIE,125,134,11000,POINT(-51.19148100000001 -30.048904)
ORL1643,Emílio 111 Boutique Residences,53.970001220703125,86.69999694824219,11025,POINT(-51.17841339111328 -30.030027389526367)
ORL21998,Miradouro,65.36000061035156,148.8800048828125,11047,POINT(-51.19680404663086 -30.036230087280273)
ORL16415,Nero,110.31999969482422,110.31999969482422,11089,POINT(-51.18006896972656 -30.03917121887207)
AUX332642,CHARTRES,80,83,11237.5,POINT(-51.1809434 -30.0387715)
ORL21840,Imponent Residence,98.29000091552734,128.2899932861328,11292,POINT(-51.198974609375 -30.033658981323242)
ORL3197,Vértice Home Design,86.63999938964844,182.24000549316406,11657,POINT(-51.185970306396484 -30.041362762451172)
ORL24063,Faria Santos,136.41000366210938,209.11000061035156,11667,POINT(-51.19034194946289 -30.044721603393555)
AUX331737,BRICK,43,90,11673.3955078125,POINT(-51.2055156 -30.0367578)
AUX360352,VERTE,170,339,11735.2939453125,POINT(-51.17990589999999 -30.0334745)
AUX273599,*EUROPA SURPREENDENTE,46,78,11869.5654296875,POINT(-51.17844560000003 -30.04477859999999)
ORL14327,Europa Surpreendente,46.349998474121094,78.4000015258789,11888,POINT(-51.178436279296875 -30.044776916503906)
AUX331192,NOWALL RESIDENCIAL,63,103,11888.888671875,POINT(-51.178427 -30.03819)
ORL2430,NOWALL Petrópolis,62.27000045776367,115.95999908447266,11900,POINT(-51.178428649902344 -30.038190841674805)
ORL3211,Arsiè,125.33000183105469,125.33000183105469,11929,POINT(-51.19148254394531 -30.048904418945312)
ORL14542,Style Lageado 1091,107.7300033569336,107.7300033569336,12000,POINT(-51.18008041381836 -30.036134719848633)
ORL567,Philae,67.45999908447266,67.45999908447266,12012,POINT(-51.20560073852539 -30.032699584960938)
ORL23439,Ubah Bela Vista,107,147.16000366210938,12093,POINT(-51.192928314208984 -30.037153244018555)
AUX99554,TRIBECA RESIDENCES,60,186,12121.6669921875,POINT(-51.1883102 -30.0278549)
ORL1731,DUOS,173.16000366210938,182.3699951171875,12131,POINT(-51.17942810058594 -30.030994415283203)
ORL3222,Villa Moinhos,55.95000076293945,91.11000061035156,12161,POINT(-51.2056770324707 -30.030221939086914)
ORL309,Spazio,79.91999816894531,176.52000427246094,12181,POINT(-51.17959976196289 -30.029800415039062)
ORL23165,Amélia139,93.73999786376953,93.73999786376953,12193,POINT(-51.190696716308594 -30.04122543334961)
ORL24390,Aris,111.37000274658203,195.7899932861328,12215,POINT(-51.172393798828125 -30.02972984313965)
ORL182,Residencial Al Nur,74.38999938964844,135.22000122070312,12293,POINT(-51.20787811279297 -30.031261444091797)
AUX348256,SPAZIO,79,176,12322.78515625,POINT(-51.17957 -30.0298273)
ORL2138,Yellow Residence,69.91000366210938,79.58000183105469,12373,POINT(-51.170799255371094 -30.052200317382812)
AUX330709,QUINTAL MOINHOS,29,80,12394.482421875,POINT(-51.2047697 -30.01936719999999)
ORL22661,Hillside,116.72000122070312,234.4199981689453,12414,POINT(-51.19712829589844 -30.036272048950195)
ORL16813,Life.Co,36.959999084472656,45.459999084472656,12436,POINT(-51.171207427978516 -30.04676055908203)
ORL25532,Verte Soledade,170.1999969482422,170.1999969482422,12467,POINT(-51.17990493774414 -30.03347396850586)
ORL9234,Marquês Green Homes,77.08000183105469,124.41999816894531,12487,POINT(-51.19460678100586 -30.01961326599121)
AUX344310,HILLSIDE,116,234,12500,POINT(-51.1971271 -30.0362714)
AUX329976,FLOAT RESIDENCES,43,99,12500,POINT(-51.1737756 -30.0406169)
ORL26698,Singapura Latitude 1ºN,113.48999786376953,188.58999633789062,12533,POINT(-51.18327331542969 -30.038206100463867)
AUX357099,Singapura,113,188,12587.3359375,POINT(-51.1834375 -30.03824)
AUX335945,MANHATTAN,121,242,12587.3720703125,POINT(-51.1971271 -30.0357364)
ORL9743,Quintal Moinhos,30.200000762939453,80.18000030517578,12601,POINT(-51.204769134521484 -30.019367218017578)
ORL3306,LIV EXECUTE,31.469999313354492,39.70000076293945,12615,POINT(-51.174861907958984 -30.039030075073242)
ORL5078,Balduino,189.69000244140625,225.69000244140625,12646,POINT(-51.16783142089844 -30.03477668762207)
AUX338722,IDEA BAGE,110,211,12681.818359375,POINT(-51.184909 -30.0406866)
ORL576,Libres,44.04999923706055,75.12000274658203,12766,POINT(-51.20840072631836 -30.05109977722168)
ORL3352,Morada Bagé,120.4800033569336,120.4800033569336,12797,POINT(-51.1822509765625 -30.03989028930664)
ORL10261,Idea Bagé,100.83999633789062,211.02999877929688,12842,POINT(-51.18491744995117 -30.0406551361084)
AUX329589,GO 1092,40,57,12874.0751953125,POINT(-51.2082165 -30.0474865)
ORL2459,Hyde Bordini 1655,120,122.5999984741211,12917,POINT(-51.19620132446289 -30.032400131225586)
AUX337114,PETRA,81,178,12925.92578125,POINT(-51.1962532 -30.0265267)
ORL19134,Anita Green Homes,75.55999755859375,361.5400085449219,12951,POINT(-51.1955680847168 -30.027549743652344)
ORL267,Trend Nova Carlos Gomes Residence,77.06999969482422,77.06999969482422,12962,POINT(-51.17570114135742 -30.042499542236328)
ORL10803,OWN Parcão,178.72999572753906,323.80999755859375,12980,POINT(-51.19797897338867 -30.030969619750977)
ORL5635,Infinita Parque,104.76000213623047,134.41000366210938,13000,POINT(-51.18778610229492 -30.025238037109375)
ORL809,Iguaçu,103.6500015258789,103.6500015258789,13025,POINT(-51.176300048828125 -30.038000106811523)
AUX334727,ANITA 51 GREEN HOMES,75,361,13047.2001953125,POINT(-51.1955673 -30.0275493)
ORL2183,Float Residences,43.93000030517578,99.13999938964844,13081,POINT(-51.174800872802734 -30.04319953918457)
AUX354239,Àris,113,148,13097.3447265625,POINT(-51.1723929 -30.0297293)
ZAP2513339914,FLOAT RESIDENCES,44,99,13137.38671875,POINT(-51.173776 -30.040617)
AUX335985,MATCH,107,172,13197.6171875,POINT(-51.178901 -30.037696)
AUX330120,BALDUINO,189,225,13225.8837890625,POINT(-51.1679377 -30.0347101)
ORL4035,BRICK,43.06999969482422,57.66999816894531,13251,POINT(-51.20551681518555 -30.036758422851562)
ORL1426,Adágio,104.95999908447266,104.95999908447266,13434,POINT(-51.18280029296875 -30.037900924682617)
AUX330311,PRAÇA NILO,47,116,13522.8505859375,POINT(-51.1938377 -30.0392484)
ZAP2489367340,Residencial Maison Quebec,35,92,13567.9716796875,POINT(-51.200626 -30.035836)
ORL18521,Montecarlo,87.48999786376953,191.83999633789062,13721,POINT(-51.196678161621094 -30.029848098754883)
ORL2222,Azevedo Castro,111.68000030517578,111.68000030517578,13748,POINT(-51.189701080322266 -30.028799057006836)
AUX327730,GO RIO BRANCO,33,111,13782.7275390625,POINT(-51.2014183 -30.0387983)
AUX331133,IO JAIME TELLES,47,132,13787.234375,POINT(-51.1921554 -30.0397562)
ZAP2540347979,Quintal Moinhos,29,70,13793.0693359375,POINT(-51.204819 -30.019364)
ORL12200,Carlos Gomes Square - Home Square,38.369998931884766,50.20000076293945,13855,POINT(-51.179656982421875 -30.031463623046875)
ORL2483,Match,109.25,171.92999267578125,13872,POINT(-51.17890167236328 -30.037700653076172)
ORL19024,Botanique Residence,98,115.0199966430664,13874,POINT(-51.17823791503906 -30.04586410522461)
AUX329142,BOTANIQUE RÉSIDENCE,98,115,13874.2548828125,POINT(-51.1782379 -30.045865)
ORL19023,Tribeca Residences,47.5099983215332,186.36000061035156,13921,POINT(-51.18817901611328 -30.027507781982422)
ORL19312,Aton,35.04999923706055,101.36000061035156,13934,POINT(-51.1942253112793 -30.024751663208008)
AUX343221,UBAH BELA VISTA,107,147,13943.9248046875,POINT(-51.1929262 -30.0371533)
ORL2919,Orsay,189.72999572753906,189.72999572753906,13967,POINT(-51.18635940551758 -30.028221130371094)
ORL17651,GO Rio Branco,25.530000686645508,63.369998931884766,13981,POINT(-51.20096969604492 -30.038450241088867)
ORL4296,Abu Simbel,34.540000915527344,60.720001220703125,14007,POINT(-51.202674865722656 -30.032920837402344)
ORL5840,Manhattan,121.68000030517578,242.49000549316406,14081,POINT(-51.19697570800781 -30.035724639892578)
AUX332423,VILLA MOINHOS,55,77,14174.5458984375,POINT(-51.2056766 -30.0302227)
ORL19399,Ox Tower,180.00999450683594,180.00999450683594,14205,POINT(-51.1841926574707 -30.03544807434082)
ORL20452,Petra,81.0999984741211,137.0800018310547,14390,POINT(-51.1961555480957 -30.026540756225586)
AUX336947,RESIDENCIAL ABU SIMBEL,34,60,14406.6171875,POINT(-51.2026767 -30.0329199)
ORL560,Belavistta Reserva da Praça,242.77000427246094,242.77000427246094,14409,POINT(-51.1880989074707 -30.031400680541992)
ZAP2492523811,CARLOS GOMES SQUARE,38,59,14446.89453125,POINT(-51.179659 -30.031463)
ORL23617,Aston,217.14999389648438,217.24000549316406,14480,POINT(-51.18825912475586 -30.03543472290039)
AUX328412,ANITA RESIDENCE,36,70,14513.888671875,POINT(-51.1775905 -30.02391369999999)
ORL2170,Homero,320,340,14688,POINT(-51.19049835205078 -30.0314998626709)
ORL16345,Z800,123.97000122070312,218.64999389648438,14834,POINT(-51.187522888183594 -30.02780532836914)
ORL19400,Residencial Torres Garcia,151.7100067138672,239.6999969482422,14856,POINT(-51.17775344848633 -30.030349731445312)
AUX345940,PULSE,41,77,14878.048828125,POINT(-51.1914228 -30.0204765)
ORL2513,Praça Nilo,47,116.37999725341797,14913,POINT(-51.19200134277344 -30.039400100708008)
ORL2868,Lucas by YOO,27.889999389648438,53.33000183105469,14986,POINT(-51.194801330566406 -30.026100158691406)
ZAP2513343375,Lucas by YOO,28,52,15040.9287109375,POINT(-51.194761 -30.026093)
AUX330044,VÉRTICE,86,90,15043.708984375,POINT(-51.1859714 -30.0413626)
ORL16785,The Park Inspired By Dror,143.22999572753906,219.85000610351562,15053,POINT(-51.20306396484375 -30.03572654724121)
ORL5360,Casa Vista,251.0800018310547,251.0800018310547,15096,POINT(-51.185150146484375 -30.028276443481445)
ZAP2505665297,GO RIO BRANCO,25,66,15121.7197265625,POINT(-51.200677 -30.038016)
ORL2360,Royal,290.6700134277344,460.7099914550781,15131,POINT(-51.18960189819336 -30.02829933166504)
ZAP2500242886,The Park inspired by Dror,143,219,15191.4755859375,POINT(-51.203062 -30.035726)
ORL11694,The Arch,29.09000015258789,69.93000030517578,15227,POINT(-51.189910888671875 -30.028959274291992)
ORL3344,High Garden,119.4000015258789,137.75999450683594,15369,POINT(-51.172393798828125 -30.021541595458984)
ORL2939,Home Gallery,38.52000045776367,75.4000015258789,15389,POINT(-51.17655944824219 -30.039939880371094)
ZAP2513351479,The Arch,29,69,15390.4482421875,POINT(-51.18991 -30.028959)
ORL14328,Voz,160.02000427246094,181.1999969482422,15460,POINT(-51.180702209472656 -30.03547477722168)
ORL6823,Vista,164.77999877929688,164.77999877929688,15466,POINT(-51.19300079345703 -30.03458595275879)
AUX286614,LIV,29,40,15500.0341796875,POINT(-51.17486109999999 -30.0390298)
ORL23673,68 Jaraguá,208.74000549316406,412.20001220703125,15522,POINT(-51.192405700683594 -30.03659439086914)
AUX226635,NY 205,43,74,15534.8837890625,POINT(-51.19511980000004 -30.0203715)
AUX332741,VOZ,160,181,15536.224609375,POINT(-51.1807007 -30.0354751)
ZAP2513342538,"NY, 205",43,74,15557.3486328125,POINT(-51.195068 -30.02084)
AUX328986,HOME GALLERY,38,60,15799.2626953125,POINT(-51.17655999999999 -30.039939)
ORL12047,Almirante Green Residences,268.82000732421875,268.82000732421875,15810,POINT(-51.19757843017578 -30.030351638793945)
ORL169,Tito,83.33999633789062,83.33999633789062,15839,POINT(-51.19316101074219 -30.02886199951172)
ORL1628,YOO Moinhos,291.739990234375,525.75,15875,POINT(-51.19947814941406 -30.022554397583008)
ORL1851,Anita Residence,36.7599983215332,70.41999816894531,15920,POINT(-51.1776008605957 -30.02389907836914)
ORL3101,Lumi,218.7899932861328,241.64999389648438,15961,POINT(-51.1806526184082 -30.035123825073242)
ORL21693,Terrá,132.72999572753906,154.58999633789062,15995,POINT(-51.189186096191406 -30.03736686706543)
AUX330551,LUMI,218,241,16218.6328125,POINT(-51.1806532 -30.035123)
ORL571,Duetto,140,140,16464,POINT(-51.180999755859375 -30.03510093688965)
ORL2625,Vintage Senior Residence,37.08000183105469,42.81999969482422,16529,POINT(-51.18339920043945 -30.0393009185791)
ZAP2513342743,Vintage Senior Residence,37,85,16662.3515625,POINT(-51.183326 -30.039304)
AUX324689,THE ARCH,28,44,16678.572265625,POINT(-51.1899102 -30.0289591)
AUX327967,HIGH GARDEN,125,137,16698.615234375,POINT(-51.1724721 -30.021534)
AUX328255,THE PARK,143,220,16713.287109375,POINT(-51.2030622 -30.0357263)
AUX328925,Parreiras 153,232,348,16799.91015625,POINT(-51.1920103 -30.0308818)
ORL23990,DOM,209.66000366210938,315.6000061035156,16802,POINT(-51.18490982055664 -30.029491424560547)
ORL24049,Go Carlos Gomes,29.6200008392334,50.41999816894531,16811,POINT(-51.18209457397461 -30.025484085083008)
ORL16989,Parreiras 153,232.6999969482422,348.55999755859375,16921,POINT(-51.19200897216797 -30.030881881713867)
AUX335670,ROYAL,290,460,16936.35546875,POINT(-51.189465 -30.0283856)
AUX329407,CARLOS GOMES SQUARE RESIDENCIAL,38,59,16954.630859375,POINT(-51.1796588 -30.0314632)
AUX353304,GO CARLOS GOMES,29,50,17170.2421875,POINT(-51.18209359999999 -30.0254837)
ORL1235,Hundred,231.67999267578125,231.67999267578125,17216,POINT(-51.20029830932617 -30.035999298095703)
AUX329897,LUCAS BY YOO,25,54,17880,POINT(-51.19476119999999 -30.0260926)
ZAP2481979775,CASAVISTA,251,456,17978.658203125,POINT(-51.18515 -30.028277)
ZAP2540350630,Brick 962,43,72,17985.814453125,POINT(-51.205516 -30.036758)
ORL600,Moinhos Park,32.04999923706055,81.19000244140625,17991,POINT(-51.20199966430664 -30.028499603271484)
ZAP2513342767,YOO MOINHOS,292,525,18259.33984375,POINT(-51.199538 -30.022743)
AUX350184,ARTE COUNTRY CLUB,246,321,18500,POINT(-51.1740959 -30.0272652)
ORL4295,Cap. 1 Três Figueiras,156.55999755859375,244.5,18676,POINT(-51.1719970703125 -30.03748321533203)
AUX328680,YOO MOINHOS,291,525,18687.28515625,POINT(-51.1995383 -30.0227429)
AUX330107,CAPITULO 1,156,244,18742.564453125,POINT(-51.1719988 -30.0374838)
ORL1063,Vivace,256.4200134277344,435.67999267578125,18756,POINT(-51.202301025390625 -30.027799606323242)
ORL3516,Varanda,317.42999267578125,317.42999267578125,18977,POINT(-51.18107986450195 -30.034236907958984)
AUX310628,Le Pierre,206,412,19121.76171875,POINT(-51.1889 -30.0324)
ORL24050,Arte Country Club,246.6999969482422,460.0899963378906,19317,POINT(-51.16936492919922 -30.027950286865234)
